<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
ZDAI.US,D,20240723,000000,5.6,9.5499,3.66,4.22,3417000,0
ZDAI.US,D,20240724,000000,4.1,4.93,3.6,3.84,1220554,0
ZDAI.US,D,20240725,000000,4.01,4.47,4.0001,4.25,440435,0
ZDAI.US,D,20240726,000000,4.3,4.78,4.25,4.65,198519,0
ZDAI.US,D,20240729,000000,4.61,6,4.4201,5.01,325333,0
ZDAI.US,D,20240730,000000,5.05,5.95,4.71,5.25,274086,0
ZDAI.US,D,20240731,000000,5.245,5.5006,4.9,5.03,107276,0
ZDAI.US,D,20240801,000000,5.23,5.23,4.9001,5.1195,49252,0
ZDAI.US,D,20240802,000000,5.1762,5.58,5.02,5.3841,65297,0
ZDAI.US,D,20240805,000000,4.85,5.27,4.7501,5.1,142329,0
ZDAI.US,D,20240806,000000,5.0256,5.5999,5.0202,5.5,204772,0
ZDAI.US,D,20240807,000000,5.35,6.24,5.1184,6.08,157939,0
ZDAI.US,D,20240808,000000,6.1,7.5,5.4,6.3,363572,0
ZDAI.US,D,20240809,000000,6.43,6.65,5.51,5.51,88718,0
ZDAI.US,D,20240812,000000,5.55,6.11,5.25,5.51,66674,0
ZDAI.US,D,20240813,000000,5.41,5.97,5.41,5.58,34504,0
ZDAI.US,D,20240814,000000,5.7,5.75,5.53,5.72,54903,0
ZDAI.US,D,20240815,000000,5.65,5.962,5.55,5.85,42852,0
ZDAI.US,D,20240816,000000,5.73,6.4,5.715,6.13,57467,0
ZDAI.US,D,20240819,000000,6.18,6.3,6.03,6.23,78390,0
ZDAI.US,D,20240820,000000,6.11,6.3,5.975,6.17,18677,0
ZDAI.US,D,20240821,000000,6.1,6.42,5.51,6.04,53681,0
ZDAI.US,D,20240822,000000,6,6.2,5.855,6.06,29835,0
ZDAI.US,D,20240823,000000,5.93,6.75,5.7502,6.08,52586,0
ZDAI.US,D,20240826,000000,6.0701,6.48,5.95,6.25,87299,0
ZDAI.US,D,20240827,000000,6.18,6.4423,5.7,6.3,205554,0
ZDAI.US,D,20240828,000000,6.4,7.7,6.4,7.18,120500,0
ZDAI.US,D,20240829,000000,6.85,7.49,6.84,7.49,31603,0
ZDAI.US,D,20240830,000000,7.0546,8.3,7.0546,7.9,88159,0
ZDAI.US,D,20240903,000000,7.77,7.99,7.5003,7.7953,41151,0
ZDAI.US,D,20240904,000000,7.7,9.2,7.7,8.75,78512,0
ZDAI.US,D,20240905,000000,8.91,9.8,8.8301,9.3,221507,0
ZDAI.US,D,20240906,000000,9.49,11.9018,9.29,11.75,405971,0
ZDAI.US,D,20240909,000000,12.02,14.94,12,14.94,296897,0
ZDAI.US,D,20240910,000000,13.36,14.4,11.02,13.9,291344,0
ZDAI.US,D,20240911,000000,13.8,15.5,12.5486,14.2,178488,0
ZDAI.US,D,20240912,000000,14.06,15,13.11,14.98,257426,0
ZDAI.US,D,20240913,000000,15.51,17.48,14.7,16.39,165434,0
ZDAI.US,D,20240916,000000,16.5,22,16.5,18.29,346687,0
ZDAI.US,D,20240917,000000,18,18.65,5.27,11.65,1040440,0
ZDAI.US,D,20240918,000000,10.65,14.89,9.0001,13.96,457456,0
ZDAI.US,D,20240919,000000,14.07,16.3117,14.0107,15.93,184101,0
ZDAI.US,D,20240920,000000,15.8,17.46,15.7,16.76,141965,0
ZDAI.US,D,20240923,000000,16.31,18.81,16.31,17.29,181777,0
ZDAI.US,D,20240924,000000,17.21,19.9,17.2,18.41,198566,0
ZDAI.US,D,20240925,000000,18.59,18.59,16.01,16.27,107224,0
ZDAI.US,D,20240926,000000,16.55,17.9,14.1455,15.39,132005,0
ZDAI.US,D,20240927,000000,15.47,20,14.55,18.55,182182,0
ZDAI.US,D,20240930,000000,17.26,17.535,15.5,15.73,96473,0
ZDAI.US,D,20241001,000000,16.21,16.49,14.62,15.08,106755,0
ZDAI.US,D,20241002,000000,14.98,15.02,13.3246,13.46,86897,0
ZDAI.US,D,20241003,000000,14.01,15.75,11.48,12.45,158127,0
ZDAI.US,D,20241004,000000,12.48,13.1038,11.0508,11.9899,140082,0
ZDAI.US,D,20241007,000000,11.5,11.83,10.27,10.5,73841,0
ZDAI.US,D,20241008,000000,11.15,11.15,8.78,8.99,113342,0
ZDAI.US,D,20241009,000000,9.31,9.976,8.49,9.24,138264,0
ZDAI.US,D,20241010,000000,8.81,9.49,8.51,8.91,98143,0
ZDAI.US,D,20241011,000000,8.8,10.096,8.68,9.08,128722,0
ZDAI.US,D,20241014,000000,9.07,10.49,9.07,9.6,98388,0
ZDAI.US,D,20241015,000000,9.6,11.95,9.6,11.71,131137,0
